set_slug,name,variant,condition,rarity,price_market,set_name_map
flames-of-destruction-yugioh,The Sanctified Darklord,Unlimited,Heavily Played,Rare,0.05,Flames of Destruction
flames-of-destruction-yugioh,Elementsaber Makani,1st Edition,Heavily Played,Ultra Rare,0.05,Flames of Destruction
flames-of-destruction-yugioh,Knightmare Phoenix,Unlimited,Moderately Played,Super Rare,0.15,Flames of Destruction
flames-of-destruction-yugioh,Red Hared Hasty Horse,Unlimited,Moderately Played,Common / Short Print,0.25,Flames of Destruction
flames-of-destruction-yugioh,Moulinglacia the Elemental Lord,Limited,Heavily Played,Super Rare,0.23,Flames of Destruction
flames-of-destruction-yugioh,F.A. Overheat,1st Edition,Near Mint,Rare,0.1,Flames of Destruction
flames-of-destruction-yugioh,Trickstar Delfiendium,Unlimited,Moderately Played,Rare,0.16,Flames of Destruction
flames-of-destruction-yugioh,Trickstar Rhodode,Unlimited,Moderately Played,Super Rare,0.2,Flames of Destruction
flames-of-destruction-yugioh,Iron Dragon Tiamaton,Unlimited,Lightly Played,Ultra Rare,0.19,Flames of Destruction
flames-of-destruction-yugioh,Elemental Training,1st Edition,Heavily Played,Ultra Rare,0.1,Flames of Destruction
flames-of-destruction-yugioh,Knightmare Mermaid,Unlimited,Heavily Played,Rare,0.13,Flames of Destruction
flames-of-destruction-yugioh,Trickstar Bouquet,1st Edition,Moderately Played,Rare,0.19,Flames of Destruction
flames-of-destruction-yugioh,Watch Cat,Unlimited,Heavily Played,Common / Short Print,0.05,Flames of Destruction
flames-of-destruction-yugioh,Link Bound,1st Edition,Lightly Played,Super Rare,0.11,Flames of Destruction
flames-of-destruction-yugioh,Monster Reborn Reborn (FLOD-ENSP1),Limited,Moderately Played,Ultra Rare,0.18,Flames of Destruction
flames-of-destruction-yugioh,Trickstar Light Arena,Unlimited,Moderately Played,Rare,0.12,Flames of Destruction
flames-of-destruction-yugioh,Elementsaber Aina,1st Edition,Moderately Played,Common / Short Print,0.07,Flames of Destruction
flames-of-destruction-yugioh,World Legacy's Memory,Limited,Damaged,Super Rare,0.01,Flames of Destruction
flames-of-destruction-yugioh,Trickstar Bloom,1st Edition,Moderately Played,Common / Short Print,0.11,Flames of Destruction
flames-of-destruction-yugioh,Sekka's Light,1st Edition,Lightly Played,Rare,0.16,Flames of Destruction
flames-of-destruction-yugioh,F.A. Dark Dragster,1st Edition,Near Mint,Rare,0.12,Flames of Destruction
flames-of-destruction-yugioh,Wind-Up Zenmaintenance,1st Edition,Heavily Played,Super Rare,0.1,Flames of Destruction
flames-of-destruction-yugioh,Waking the Dragon,Unlimited,Lightly Played,Common / Short Print,0.1,Flames of Destruction
flames-of-destruction-yugioh,Gergonne's End,Unlimited,Lightly Played,Common / Short Print,0.01,Flames of Destruction
flames-of-destruction-yugioh,Red Reboot,1st Edition,Moderately Played,Super Rare,0.2,Flames of Destruction
flames-of-destruction-yugioh,Degrade Buster,Unlimited,Heavily Played,Super Rare,0.05,Flames of Destruction
flames-of-destruction-yugioh,Heartless Drop Off,1st Edition,Moderately Played,Rare,0.05,Flames of Destruction
flames-of-destruction-yugioh,Vendread Anima,1st Edition,Moderately Played,Rare,0.14,Flames of Destruction
flames-of-destruction-yugioh,Flower Cardian Moonflowerviewing,1st Edition,Moderately Played,Common / Short Print,0.01,Flames of Destruction
flames-of-destruction-yugioh,World Legacy's Sorrow,Unlimited,Moderately Played,Super Rare,0.13,Flames of Destruction
flames-of-destruction-yugioh,Altergeist Kidolga,1st Edition,Moderately Played,Common / Short Print,0.03,Flames of Destruction
flames-of-destruction-yugioh,Gouki The Master Ogre,Unlimited,Moderately Played,Super Rare,0.13,Flames of Destruction
flames-of-destruction-yugioh,Revendread Evolution,Unlimited,Heavily Played,Common / Short Print,0.1,Flames of Destruction
flames-of-destruction-yugioh,Trickstar Nightshade,Unlimited,Moderately Played,Common / Short Print,0.09,Flames of Destruction
flames-of-destruction-yugioh,Universal Adapter,Limited,Lightly Played,Super Rare,0.11,Flames of Destruction
flames-of-destruction-yugioh,Phosphorage the Elemental Lord,1st Edition,Lightly Played,Super Rare,0.1,Flames of Destruction
flames-of-destruction-yugioh,World Legacy Awakens,1st Edition,Lightly Played,Rare,0.11,Flames of Destruction
flames-of-destruction-yugioh,Fire Fighting Daruma Doll,Unlimited,Moderately Played,Rare,0.16,Flames of Destruction
flames-of-destruction-yugioh,Backup Operator,Unlimited,Lightly Played,Rare,0.08,Flames of Destruction
flames-of-destruction-yugioh,Monster Reborn Reborn,1st Edition,Damaged,Common / Short Print,0.08,Flames of Destruction
flames-of-destruction-yugioh,Kai-Den Kendo Spirit,Unlimited,Heavily Played,Common / Short Print,0.08,Flames of Destruction
flames-of-destruction-yugioh,Shaddoll Construct,Unlimited,Lightly Played,Common / Short Print,0.06,Flames of Destruction
flames-of-destruction-yugioh,"World Legacy - ""World Lance""",1st Edition,Near Mint,Rare,0.02,Flames of Destruction
flames-of-destruction-yugioh,Altergeist Emulatelf,Unlimited,Heavily Played,Common / Short Print,0.08,Flames of Destruction
flames-of-destruction-yugioh,Mekk-Knight Avram,1st Edition,Lightly Played,Common / Short Print,0.12,Flames of Destruction
flames-of-destruction-yugioh,Gouki Face Turn,1st Edition,Lightly Played,Rare,0.19,Flames of Destruction
flames-of-destruction-yugioh,Elementsaber Nalu,1st Edition,Moderately Played,Super Rare,0.05,Flames of Destruction
flames-of-destruction-yugioh,Madolche Fresh Sistart,Unlimited,Heavily Played,Common / Short Print,0.05,Flames of Destruction
flames-of-destruction-yugioh,Gouki Octostretch,Unlimited,Heavily Played,Common / Short Print,0.08,Flames of Destruction
flames-of-destruction-yugioh,Revendread Executor,1st Edition,Near Mint,Rare,0.17,Flames of Destruction
flames-of-destruction-yugioh,F.A. Winners,Unlimited,Near Mint,Rare,0.14,Flames of Destruction
flames-of-destruction-yugioh,Elementsaber Lapauila,Unlimited,Near Mint,Super Rare,0.13,Flames of Destruction
flames-of-destruction-yugioh,Trickstar Mandrake,1st Edition,Moderately Played,Common / Short Print,0.1,Flames of Destruction
flames-of-destruction-yugioh,Grandsoil the Elemental Lord,Limited,Moderately Played,Super Rare,0.1,Flames of Destruction
flames-of-destruction-yugioh,Vendread Nightmare,1st Edition,Moderately Played,Common / Short Print,0.01,Flames of Destruction
flames-of-destruction-yugioh,Restoration of the Monarchs,Unlimited,Lightly Played,Common / Short Print,0.04,Flames of Destruction
flames-of-destruction-yugioh,Inzektor Picofalena,Unlimited,Heavily Played,Common / Short Print,0.07,Flames of Destruction
flames-of-destruction-yugioh,Elementsaber Lapauila Mana,1st Edition,Heavily Played,Super Rare,0.05,Flames of Destruction
flames-of-destruction-yugioh,Rainbow Refraction,Unlimited,Moderately Played,Super Rare,0.03,Flames of Destruction
flames-of-destruction-yugioh,Defrag Dragon,1st Edition,Moderately Played,Common / Short Print,0.05,Flames of Destruction
flames-of-destruction-yugioh,Altergeist Pixiel,1st Edition,Lightly Played,Common / Short Print,0.04,Flames of Destruction
flames-of-destruction-yugioh,Limit Code,Unlimited,Lightly Played,Common / Short Print,0.05,Flames of Destruction
flames-of-destruction-yugioh,Vendread Daybreak,1st Edition,Moderately Played,Common / Short Print,0.01,Flames of Destruction
flames-of-destruction-yugioh,Tindangle Trinity,1st Edition,Lightly Played,Common / Short Print,0.03,Flames of Destruction
flames-of-destruction-yugioh,Yajiro Invader,Unlimited,Lightly Played,Common / Short Print,0.02,Flames of Destruction
flames-of-destruction-yugioh,World Legacy Struggle,1st Edition,Lightly Played,Rare,0.05,Flames of Destruction
flames-of-destruction-yugioh,Gouki Bearhug,Unlimited,Lightly Played,Common / Short Print,0.07,Flames of Destruction
flames-of-destruction-yugioh,Greatfly,1st Edition,Lightly Played,Rare,0.09,Flames of Destruction
flames-of-destruction-yugioh,Crystal Conclave,Unlimited,Lightly Played,Common / Short Print,0.01,Flames of Destruction
flames-of-destruction-yugioh,Protron,Unlimited,Lightly Played,Common / Short Print,0.05,Flames of Destruction
flames-of-destruction-yugioh,Elementsaber Malo,1st Edition,Lightly Played,Common / Short Print,0.06,Flames of Destruction
flames-of-destruction-yugioh,Boycotton,Unlimited,Lightly Played,Common / Short Print,0.03,Flames of Destruction
flames-of-destruction-yugioh,World Legacy's Corruption,Unlimited,Moderately Played,Common / Short Print,0.03,Flames of Destruction
flames-of-destruction-yugioh,Staring Contest,Unlimited,Damaged,Common / Short Print,0.02,Flames of Destruction
flames-of-destruction-yugioh,Space Insulator,1st Edition,Lightly Played,Common / Short Print,0.01,Flames of Destruction
flames-of-destruction-yugioh,Link Streamer,Unlimited,Lightly Played,Common / Short Print,0.03,Flames of Destruction
flames-of-destruction-yugioh,Crystal Keeper,Unlimited,Lightly Played,Common / Short Print,0.05,Flames of Destruction
flames-of-destruction-yugioh,Three Trolling Trolls,Unlimited,Near Mint,Common / Short Print,0.06,Flames of Destruction
flames-of-destruction-yugioh,World Legacy's Nightmare,1st Edition,Lightly Played,Common / Short Print,0.05,Flames of Destruction
flames-of-destruction-yugioh,F.A. Dead Heat,1st Edition,Lightly Played,Common / Short Print,0.01,Flames of Destruction
flames-of-destruction-yugioh,Cybersal Cyclone,Unlimited,Near Mint,Common / Short Print,0.07,Flames of Destruction
flames-of-destruction-yugioh,Crystal Master,Unlimited,Lightly Played,Common / Short Print,0.02,Flames of Destruction
flames-of-destruction-yugioh,Trancefamiliar,1st Edition,Lightly Played,Common / Short Print,0.04,Flames of Destruction
flames-of-destruction-yugioh,Prompthorn,1st Edition,Lightly Played,Common / Short Print,0.04,Flames of Destruction
flames-of-destruction-yugioh,Background Dragon,1st Edition,Lightly Played,Common / Short Print,0.03,Flames of Destruction
flames-of-destruction-yugioh,Mamemaki,1st Edition,Lightly Played,Common / Short Print,0.04,Flames of Destruction
magnificent-mavens-yugioh,Dark Magician Girl (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,1000.0,Magnificent Mavens
magnificent-mavens-yugioh,Blue-Eyes White Dragon (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,549.95,Magnificent Mavens
magnificent-mavens-yugioh,Dark Magician Girl (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,350.0,Magnificent Mavens
magnificent-mavens-yugioh,Blue-Eyes White Dragon (Secret Pharaoh's Rare),1st Edition,Moderately Played,Secret Pharaoh’s Rare,329.95,Magnificent Mavens
magnificent-mavens-yugioh,Gold Sarcophagus (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,283.99,Magnificent Mavens
magnificent-mavens-yugioh,Red-Eyes Black Dragon (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,248.98,Magnificent Mavens
magnificent-mavens-yugioh,Mirror Force (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,237.62,Magnificent Mavens
magnificent-mavens-yugioh,Black Luster Soldier - Soldier of Chaos (Ultra Pharaoh's Rare),1st Edition,Lightly Played,Ultra Pharaoh’s Rare,52.14,Magnificent Mavens
magnificent-mavens-yugioh,Elemental HERO Neos (Ultra Pharaoh's Rare),1st Edition,Lightly Played,Ultra Pharaoh’s Rare,140.0,Magnificent Mavens
magnificent-mavens-yugioh,Reinforcement of the Army (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,169.35,Magnificent Mavens
magnificent-mavens-yugioh,Red-Eyes Black Dragon (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,41.96,Magnificent Mavens
magnificent-mavens-yugioh,Triple Tactics Talent (Ultra Pharaoh's Rare),1st Edition,Lightly Played,Ultra Pharaoh’s Rare,119.0,Magnificent Mavens
magnificent-mavens-yugioh,Change of Heart (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,135.44,Magnificent Mavens
magnificent-mavens-yugioh,Millennium-Eyes Restrict (Ultra Pharaoh's Rare),1st Edition,Moderately Played,Ultra Pharaoh’s Rare,44.95,Magnificent Mavens
magnificent-mavens-yugioh,Necrovalley (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,124.94,Magnificent Mavens
magnificent-mavens-yugioh,The Seal of Orichalcos (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,111.77,Magnificent Mavens
magnificent-mavens-yugioh,Toon Kingdom (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,99.95,Magnificent Mavens
magnificent-mavens-yugioh,Elemental HERO Neos (Secret Pharaoh's Rare),1st Edition,Near Mint,Secret Pharaoh’s Rare,75.78,Magnificent Mavens
magnificent-mavens-yugioh,Triple Tactics Talent (Secret Pharaoh's Rare),1st Edition,Moderately Played,Secret Pharaoh’s Rare,55.99,Magnificent Mavens
magnificent-mavens-yugioh,Gold Sarcophagus (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,51.53,Magnificent Mavens
magnificent-mavens-yugioh,Change of Heart (Secret Pharaoh's Rare),1st Edition,Near Mint,Secret Pharaoh’s Rare,71.84,Magnificent Mavens
magnificent-mavens-yugioh,Crystal Bond (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,75.27,Magnificent Mavens
magnificent-mavens-yugioh,Millennium-Eyes Restrict (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,59.0,Magnificent Mavens
magnificent-mavens-yugioh,Black Luster Soldier - Soldier of Chaos (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,47.8,Magnificent Mavens
magnificent-mavens-yugioh,Mirror Force (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,59.46,Magnificent Mavens
magnificent-mavens-yugioh,The Seal of Orichalcos (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,48.5,Magnificent Mavens
magnificent-mavens-yugioh,Toon Kingdom (Secret Pharaoh's Rare),1st Edition,Near Mint,Secret Pharaoh’s Rare,49.86,Magnificent Mavens
magnificent-mavens-yugioh,Reinforcement of the Army (Secret Pharaoh's Rare),1st Edition,Damaged,Secret Pharaoh’s Rare,20.0,Magnificent Mavens
magnificent-mavens-yugioh,Necrovalley (Secret Pharaoh's Rare),1st Edition,Near Mint,Secret Pharaoh’s Rare,42.27,Magnificent Mavens
magnificent-mavens-yugioh,Gravekeeper's Trap (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,40.61,Magnificent Mavens
magnificent-mavens-yugioh,Lightning Storm (Ultra Pharaoh's Rare),1st Edition,Lightly Played,Ultra Pharaoh’s Rare,30.0,Magnificent Mavens
magnificent-mavens-yugioh,Lightning Storm (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,24.99,Magnificent Mavens
magnificent-mavens-yugioh,Crystal Bond (Secret Pharaoh's Rare),1st Edition,Lightly Played,Secret Pharaoh’s Rare,1.0,Magnificent Mavens
magnificent-mavens-yugioh,The True Name (Secret Pharaoh's Rare),1st Edition,Heavily Played,Secret Pharaoh’s Rare,10.69,Magnificent Mavens
magnificent-mavens-yugioh,The True Name (Ultra Pharaoh's Rare),1st Edition,Near Mint,Ultra Pharaoh’s Rare,23.15,Magnificent Mavens
magnificent-mavens-yugioh,Gravekeeper's Trap (Secret Pharaoh's Rare),1st Edition,Near Mint,Secret Pharaoh’s Rare,20.74,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Mobilize - Engage!,1st Edition,Damaged,Ultra Rare,2.41,Magnificent Mavens
magnificent-mavens-yugioh,Lightning Storm,1st Edition,Heavily Played,Ultra Rare,2.0,Magnificent Mavens
magnificent-mavens-yugioh,Infinite Impermanence,1st Edition,Damaged,Ultra Rare,4.0,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Mobilize - Linkage!,1st Edition,Heavily Played,Ultra Rare,1.0,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Mecha - Widow Anchor,1st Edition,Damaged,Ultra Rare,3.0,Magnificent Mavens
magnificent-mavens-yugioh,Triple Tactics Talent,1st Edition,Lightly Played,Ultra Rare,1.84,Magnificent Mavens
magnificent-mavens-yugioh,Harpie's Feather Duster,1st Edition,Damaged,Ultra Rare,0.99,Magnificent Mavens
magnificent-mavens-yugioh,Black Luster Soldier - Soldier of Chaos,1st Edition,Damaged,Ultra Rare,1.0,Magnificent Mavens
magnificent-mavens-yugioh,"Incredible Ecclesia, the Virtuous",1st Edition,Near Mint,Ultra Rare,1.63,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Emergence,1st Edition,Near Mint,Ultra Rare,0.82,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Supreme Sovereign - Chengying,1st Edition,Heavily Played,Ultra Rare,0.8,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Grandmaster - Chixiao,1st Edition,Near Mint,Ultra Rare,0.53,Magnificent Mavens
magnificent-mavens-yugioh,Light-Imprisoning Mirror,1st Edition,Lightly Played,Ultra Rare,0.97,Magnificent Mavens
magnificent-mavens-yugioh,"Apollousa, Bow of the Goddess",1st Edition,Near Mint,Ultra Rare,0.77,Magnificent Mavens
magnificent-mavens-yugioh,Black Luster Soldier - Envoy of the Beginning,1st Edition,Heavily Played,Ultra Rare,1.29,Magnificent Mavens
magnificent-mavens-yugioh,Knightmare Cerberus,1st Edition,Near Mint,Ultra Rare,0.74,Magnificent Mavens
magnificent-mavens-yugioh,Dark Calling,1st Edition,Near Mint,Ultra Rare,0.28,Magnificent Mavens
magnificent-mavens-yugioh,Evenly Matched,1st Edition,Damaged,Ultra Rare,0.88,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul of Mo Ye,1st Edition,Near Mint,Ultra Rare,0.51,Magnificent Mavens
magnificent-mavens-yugioh,Millennium-Eyes Restrict,1st Edition,Damaged,Ultra Rare,0.5,Magnificent Mavens
magnificent-mavens-yugioh,Skill Drain,1st Edition,Moderately Played,Ultra Rare,0.48,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Ace - Shizuku,1st Edition,Near Mint,Ultra Rare,0.23,Magnificent Mavens
magnificent-mavens-yugioh,Gozen Match,1st Edition,Moderately Played,Ultra Rare,0.38,Magnificent Mavens
magnificent-mavens-yugioh,D/D Savant Kepler,1st Edition,Lightly Played,Ultra Rare,0.41,Magnificent Mavens
magnificent-mavens-yugioh,Change of Heart,1st Edition,Damaged,Ultra Rare,0.45,Magnificent Mavens
magnificent-mavens-yugioh,Cyber Revsystem,1st Edition,Moderately Played,Ultra Rare,0.3,Magnificent Mavens
magnificent-mavens-yugioh,Toadally Awesome,1st Edition,Near Mint,Ultra Rare,0.7,Magnificent Mavens
magnificent-mavens-yugioh,Beautunaful Princess,1st Edition,Moderately Played,Ultra Rare,0.15,Magnificent Mavens
magnificent-mavens-yugioh,Metal Reflect Slime,1st Edition,Damaged,Ultra Rare,0.4,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Ace - Hayate,1st Edition,Damaged,Ultra Rare,0.24,Magnificent Mavens
magnificent-mavens-yugioh,A Hero Lives,1st Edition,Near Mint,Ultra Rare,0.19,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Blackout,1st Edition,Lightly Played,Ultra Rare,0.21,Magnificent Mavens
magnificent-mavens-yugioh,Mezuki,1st Edition,Moderately Played,Ultra Rare,0.45,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Ace - Kagari,1st Edition,Moderately Played,Ultra Rare,0.55,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Mecha Modules - Multirole,1st Edition,Near Mint,Ultra Rare,0.4,Magnificent Mavens
magnificent-mavens-yugioh,Mudora the Sword Oracle,1st Edition,Damaged,Ultra Rare,0.26,Magnificent Mavens
magnificent-mavens-yugioh,Instant Fusion,1st Edition,Damaged,Ultra Rare,0.3,Magnificent Mavens
magnificent-mavens-yugioh,Secret Village of the Spellcasters,1st Edition,Damaged,Ultra Rare,0.45,Magnificent Mavens
magnificent-mavens-yugioh,"Rilliona, the Magistus of Verre",1st Edition,Damaged,Ultra Rare,0.01,Magnificent Mavens
magnificent-mavens-yugioh,Keldo the Sacred Protector,1st Edition,Moderately Played,Ultra Rare,0.25,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Mecha - Shark Cannon,1st Edition,Lightly Played,Ultra Rare,0.3,Magnificent Mavens
magnificent-mavens-yugioh,Kelbek the Ancient Vanguard,1st Edition,Heavily Played,Ultra Rare,0.25,Magnificent Mavens
magnificent-mavens-yugioh,Shadow-Imprisoning Mirror,1st Edition,Moderately Played,Ultra Rare,0.36,Magnificent Mavens
magnificent-mavens-yugioh,Token: Sky Striker Ace,1st Edition,Moderately Played,Ultra Rare,0.15,Magnificent Mavens
magnificent-mavens-yugioh,Knightmare Phoenix,1st Edition,Damaged,Ultra Rare,0.25,Magnificent Mavens
magnificent-mavens-yugioh,"Dracoback, the Rideable Dragon",1st Edition,Near Mint,Ultra Rare,0.34,Magnificent Mavens
magnificent-mavens-yugioh,Chaos Hunter,1st Edition,Moderately Played,Ultra Rare,0.35,Magnificent Mavens
magnificent-mavens-yugioh,Yata-Garasu,1st Edition,Lightly Played,Ultra Rare,0.32,Magnificent Mavens
magnificent-mavens-yugioh,The Iris Swordsoul,1st Edition,Lightly Played,Ultra Rare,0.2,Magnificent Mavens
magnificent-mavens-yugioh,Borrelsword Dragon,1st Edition,Moderately Played,Ultra Rare,0.25,Magnificent Mavens
magnificent-mavens-yugioh,Blast Held by Destiny,1st Edition,Lightly Played,Ultra Rare,0.09,Magnificent Mavens
magnificent-mavens-yugioh,Agido the Ancient Sentinel,1st Edition,Lightly Played,Ultra Rare,0.38,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Ace - Zeke,1st Edition,Near Mint,Ultra Rare,0.33,Magnificent Mavens
magnificent-mavens-yugioh,Elder Entity N'tss,1st Edition,Moderately Played,Ultra Rare,0.2,Magnificent Mavens
magnificent-mavens-yugioh,Traptrix Sera,1st Edition,Lightly Played,Ultra Rare,0.15,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Strategist Longyuan,1st Edition,Moderately Played,Ultra Rare,0.25,Magnificent Mavens
magnificent-mavens-yugioh,Gravekeeper's Trap,1st Edition,Lightly Played,Ultra Rare,0.19,Magnificent Mavens
magnificent-mavens-yugioh,Sky Striker Ace - Raye,1st Edition,Damaged,Ultra Rare,0.24,Magnificent Mavens
magnificent-mavens-yugioh,Scapegoat,1st Edition,Moderately Played,Ultra Rare,0.13,Magnificent Mavens
magnificent-mavens-yugioh,Dragonecro Nethersoul Dragon,1st Edition,Moderately Played,Ultra Rare,0.31,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul of Taia,1st Edition,Near Mint,Ultra Rare,0.24,Magnificent Mavens
magnificent-mavens-yugioh,Dragonmaid Changeover,1st Edition,Damaged,Ultra Rare,0.08,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Sinister Sovereign - Qixing Longyuan,1st Edition,Near Mint,Ultra Rare,0.24,Magnificent Mavens
magnificent-mavens-yugioh,Galaxy-Eyes Afterglow Dragon,1st Edition,Damaged,Ultra Rare,0.03,Magnificent Mavens
magnificent-mavens-yugioh,Blue-Eyes Abyss Dragon,1st Edition,Moderately Played,Ultra Rare,0.15,Magnificent Mavens
magnificent-mavens-yugioh,A Legendary Ocean,1st Edition,Lightly Played,Ultra Rare,0.27,Magnificent Mavens
magnificent-mavens-yugioh,Pendulum Call,1st Edition,Lightly Played,Ultra Rare,0.23,Magnificent Mavens
magnificent-mavens-yugioh,Number 93: Utopia Kaiser,1st Edition,Moderately Played,Ultra Rare,0.14,Magnificent Mavens
magnificent-mavens-yugioh,Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga,1st Edition,Lightly Played,Ultra Rare,0.23,Magnificent Mavens
magnificent-mavens-yugioh,Ice Dragon's Prison,1st Edition,Lightly Played,Ultra Rare,0.15,Magnificent Mavens
magnificent-mavens-yugioh,"Yuki-Onna, the Icicle Mayakashi",1st Edition,Near Mint,Ultra Rare,0.27,Magnificent Mavens
magnificent-mavens-yugioh,Doom Dozer,1st Edition,Moderately Played,Ultra Rare,0.15,Magnificent Mavens
magnificent-mavens-yugioh,Witchcrafter Genni,1st Edition,Lightly Played,Ultra Rare,0.14,Magnificent Mavens
magnificent-mavens-yugioh,G Golem Token,1st Edition,Lightly Played,Ultra Rare,0.16,Magnificent Mavens
magnificent-mavens-yugioh,Witchcrafter Vice-Madame,1st Edition,Lightly Played,Ultra Rare,0.22,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Sacred Summit,1st Edition,Heavily Played,Ultra Rare,0.1,Magnificent Mavens
magnificent-mavens-yugioh,Surgical Striker - H.A.M.P.,1st Edition,Moderately Played,Ultra Rare,0.25,Magnificent Mavens
magnificent-mavens-yugioh,Non-Fusion Area,1st Edition,Lightly Played,Ultra Rare,0.15,Magnificent Mavens
magnificent-mavens-yugioh,Shiranui Solitaire,1st Edition,Damaged,Ultra Rare,0.01,Magnificent Mavens
magnificent-mavens-yugioh,Witchcrafter Haine,1st Edition,Near Mint,Ultra Rare,0.2,Magnificent Mavens
magnificent-mavens-yugioh,Dark Soul Token,1st Edition,Lightly Played,Ultra Rare,0.17,Magnificent Mavens
magnificent-mavens-yugioh,Cat Shark,1st Edition,Moderately Played,Ultra Rare,0.14,Magnificent Mavens
magnificent-mavens-yugioh,Anti-Spell Fragrance,1st Edition,Near Mint,Ultra Rare,0.21,Magnificent Mavens
magnificent-mavens-yugioh,Exchange of the Spirit,1st Edition,Lightly Played,Ultra Rare,0.16,Magnificent Mavens
magnificent-mavens-yugioh,Witchcrafter Confusion Confession,1st Edition,Lightly Played,Ultra Rare,0.12,Magnificent Mavens
magnificent-mavens-yugioh,Onibimaru Soul Sweeper,1st Edition,Moderately Played,Ultra Rare,0.14,Magnificent Mavens
magnificent-mavens-yugioh,Witchcrafter Creation,1st Edition,Moderately Played,Ultra Rare,0.08,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Auspice Chunjun,1st Edition,Lightly Played,Ultra Rare,0.09,Magnificent Mavens
magnificent-mavens-yugioh,Bururu @Ignister,1st Edition,Near Mint,Ultra Rare,0.18,Magnificent Mavens
magnificent-mavens-yugioh,Predaplant Ambulomelides,1st Edition,Moderately Played,Ultra Rare,0.18,Magnificent Mavens
magnificent-mavens-yugioh,Foolish Return,1st Edition,Near Mint,Ultra Rare,0.12,Magnificent Mavens
magnificent-mavens-yugioh,Vampire's Curse,1st Edition,Moderately Played,Ultra Rare,0.1,Magnificent Mavens
magnificent-mavens-yugioh,"Dakki, the Graceful Mayakashi",1st Edition,Moderately Played,Ultra Rare,0.13,Magnificent Mavens
magnificent-mavens-yugioh,"Gashadokuro, the Skeletal Mayakashi",1st Edition,Lightly Played,Ultra Rare,0.14,Magnificent Mavens
magnificent-mavens-yugioh,Aileron,1st Edition,Near Mint,Ultra Rare,0.15,Magnificent Mavens
magnificent-mavens-yugioh,"Hajun, the Winged Mayakashi",1st Edition,Lightly Played,Ultra Rare,0.11,Magnificent Mavens
magnificent-mavens-yugioh,Magician's Restage,1st Edition,Lightly Played,Ultra Rare,0.08,Magnificent Mavens
magnificent-mavens-yugioh,Exchange of Despair and Hope,1st Edition,Lightly Played,Ultra Rare,0.01,Magnificent Mavens
magnificent-mavens-yugioh,Swordsoul Strife,1st Edition,Lightly Played,Ultra Rare,0.07,Magnificent Mavens
magnificent-mavens-yugioh,Mayakashi Return,1st Edition,Moderately Played,Ultra Rare,0.12,Magnificent Mavens
